node_id,original_id,public,gender,age,region,completion_percentage
2449,68205,1,0,15,"trnavsky kraj, holic",74
2451,68332,0,0,0,"banskobystricky kraj, zvolen",41
2454,68408,1,0,0,"kosicky kraj, gelnica",81
2453,68360,1,1,0,"trenciansky kraj, trencin",64
2452,68351,1,0,0,"zilinsky kraj, zilina",81
2458,68551,1,1,0,"trenciansky kraj, nove mesto nad vahom",86
2460,68596,1,0,21,"zahranicie, zahranicie - ostatne",67
2459,68574,1,1,21,"zahranicie, zahranicie - gb",74
2461,68600,1,0,0,"kosicky kraj, gelnica",84
2462,68601,1,0,19,"banskobystricky kraj, tisovec",81
2465,68633,1,1,0,"zahranicie, zahranicie - usa",52
2464,68619,0,0,0,"presovsky kraj, vranov nad toplou",95
2466,68637,1,1,19,"banskobystricky kraj, zarnovica",12
2456,68471,1,1,21,"trnavsky kraj, galanta",67
2457,68473,1,1,24,"bratislavsky kraj, bratislava - petrzalka",76
2463,68607,1,0,17,"kosicky kraj, trebisov",69
2455,68427,1,0,0,"presovsky kraj, poprad",64
2470,68889,1,0,22,"trenciansky kraj, prievidza",69
2467,68744,0,0,0,"kosicky kraj, michalovce",12
2469,68833,1,0,0,"presovsky kraj, levoca",60
2468,68758,1,0,0,"zahranicie, zahranicie - ostatne",55
2471,69018,1,0,17,"zilinsky kraj, namestovo",28
2477,69173,1,0,0,"trnavsky kraj, sered",14
2480,69226,1,1,0,"nitriansky kraj, nitra",16
2476,69149,1,1,20,"trnavsky kraj, trnava",36
2472,69102,1,1,18,"trnavsky kraj, sered",14
2473,69125,1,0,0,"trnavsky kraj, skalica",76
2474,69127,1,1,15,"banskobystricky kraj, brezno",81
2482,69246,1,0,16,"nitriansky kraj, nitra",31
2475,69135,1,1,19,"nitriansky kraj, nitra",69
2481,69240,1,1,22,"kosicky kraj, roznava",64
2483,69306,1,1,22,"zahranicie, zahranicie - nemecko",72
2479,69206,1,0,0,"kosicky kraj, velke kapusany",79
2484,69340,1,0,14,"presovsky kraj, stara lubovna",62
2486,69410,1,0,19,"kosicky kraj, spisska nova ves",71
2478,69176,1,0,0,"trnavsky kraj, sered",40
2487,69416,1,0,17,"kosicky kraj, krompachy",93
2488,69455,1,0,16,"presovsky kraj, snina",17
2490,69497,1,1,0,"presovsky kraj, presov",59
2489,69484,0,1,22,"trnavsky kraj, sered",16
2491,69545,1,0,17,"kosicky kraj, michalovce",52
2485,69375,1,1,21,"presovsky kraj, poprad",72
2493,69596,1,1,18,"kosicky kraj, kosice - sidlisko tahanovce",71
2494,69651,1,0,18,"zahranicie, zahranicie - gb",84
2495,69706,1,1,0,"trnavsky kraj, galanta",88
2492,69555,1,1,20,"kosicky kraj, kosice - ostatne",64
2496,69739,1,0,19,"kosicky kraj, kosice - dargovskych hrdinov",72
2499,69798,1,1,0,"bratislavsky kraj, bratislava - devinska nova ves",12
2497,69748,1,0,21,"presovsky kraj, stara lubovna",74
2500,69876,1,1,0,"bratislavsky kraj, malacky",52
2502,69917,0,1,20,"ceska republika, cz - jihomoravsky kraj",67
2498,69795,1,1,0,"nitriansky kraj, sahy",72
2501,69914,1,0,0,"kosicky kraj, spisska nova ves",79
2503,69937,1,0,0,"bratislavsky kraj, senec",28
2505,70084,1,1,25,"trnavsky kraj, galanta",55
2504,70033,1,1,17,"banskobystricky kraj, lucenec",72
2508,70132,1,1,0,"trnavsky kraj, galanta",17
2506,70088,1,1,19,"trnavsky kraj, galanta",67
2509,70180,1,0,0,"trnavsky kraj, samorin",66
2512,70276,1,0,0,"kosicky kraj, kosice - ostatne",34
2507,70110,1,0,0,"bratislavsky kraj, malacky",84
2511,70265,1,1,0,"presovsky kraj, presov",19
2515,70396,1,0,18,"trenciansky kraj, nove mesto nad vahom",79
2514,70385,1,1,25,"presovsky kraj, poprad",12
2510,70260,1,0,17,"zilinsky kraj, zilina",83
2513,70318,1,1,37,"banskobystricky kraj, ziar nad hronom",66
2517,70435,0,0,23,"bratislavsky kraj, bratislava - petrzalka",59
2519,70532,1,0,21,"presovsky kraj, snina",71
2520,70561,1,0,22,"kosicky kraj, kosice - sidlisko tahanovce",76
2516,70422,1,1,28,"zahranicie, zahranicie - gb",45
2521,70597,1,0,19,"zilinsky kraj, tvrdosin",21
2524,70669,1,0,27,"nitriansky kraj, nove zamky",52
2522,70631,1,1,0,"kosicky kraj, kosice - sidlisko tahanovce",16
2523,70643,1,1,22,"kosicky kraj, kosice - stare mesto",12
2525,70712,1,1,15,"zilinsky kraj, zilina",62
2526,70727,1,0,19,"kosicky kraj, kosice - zapad",41
2527,70757,1,1,21,"bratislavsky kraj, bratislava - ostatne",34
2518,70530,1,0,23,"kosicky kraj, kosice - zapad",71
2528,70782,1,0,20,"trenciansky kraj, dubnica nad vahom",64
2529,70881,1,1,0,"kosicky kraj, cierna nad tisou",29
2531,70981,0,1,0,"nitriansky kraj, komarno",64
2532,71014,1,0,0,"kosicky kraj, kosice - juh",12
2530,70914,1,0,20,"trnavsky kraj, senica",17
2535,71074,1,0,17,"trnavsky kraj, trnava",79
2536,71076,1,0,18,"banskobystricky kraj, lucenec",90
2534,71051,1,0,19,"presovsky kraj, presov",74
2533,71017,1,1,0,"kosicky kraj, michalovce",69
2537,71117,1,1,18,"nitriansky kraj, topolcany",41
2538,71187,1,1,0,"zilinsky kraj, martin",33
2541,71269,1,0,0,"presovsky kraj, poprad",22
2540,71226,1,1,0,"kosicky kraj, kosice - okolie",16
2542,71357,1,1,21,"bratislavsky kraj, malacky",64
2539,71203,1,0,0,"kosicky kraj, moldava nad bodvou",95
2543,71361,1,1,23,"ceska republika, cz - praha",84
2544,71367,1,1,20,"kosicky kraj, kosice - okolie",66
2547,71426,1,0,0,"trenciansky kraj, ilava",86
2548,71487,1,0,18,"trnavsky kraj, trnava",50
2545,71384,1,1,20,"zilinsky kraj, zilina",83
2546,71414,1,1,19,"kosicky kraj, kosice - okolie",26
2549,71605,1,1,20,"nitriansky kraj, nitra",12
2550,71657,1,0,20,"trnavsky kraj, senica",76
2551,71704,1,1,22,"nitriansky kraj, nitra",64
2552,71873,1,1,19,"banskobystricky kraj, tornala",66
2553,71914,0,1,18,"bratislavsky kraj, bratislava - stare mesto",90
2554,71950,1,1,19,"presovsky kraj, presov",69
2558,72067,1,1,0,"zilinsky kraj, ruzomberok",66
2555,72024,1,0,16,"nitriansky kraj, nove zamky",69
2557,72040,1,0,17,"zilinsky kraj, cadca",36
2559,72104,1,1,0,"nitriansky kraj, vrable",69
2564,72287,1,1,26,"kosicky kraj, kosice - okolie",72
2560,72171,1,1,0,"ceska republika, cz - jihomoravsky kraj",98
2565,72294,1,1,17,"zahranicie, zahranicie - gb",84
2556,72029,1,1,19,"kosicky kraj, michalovce",14
2563,72283,1,1,0,"kosicky kraj, trebisov",84
2566,72296,1,0,16,"zahranicie, zahranicie - gb",93
2561,72209,1,0,20,"kosicky kraj, roznava",57
2567,72347,1,1,0,"kosicky kraj, kosice - okolie",78
2562,72268,1,1,27,"ceska republika, cz - liberecky kraj",71
2568,72348,0,1,16,"zahranicie, zahranicie - gb",72
2569,72366,1,1,0,"zilinsky kraj, zilina",60
2573,72452,0,1,0,"presovsky kraj, poprad",84
2570,72390,1,1,17,"kosicky kraj, kosice - okolie",98
2572,72448,0,1,0,"presovsky kraj, snina",88
2574,72478,1,1,20,"trenciansky kraj, povazska bystrica",60
2577,72603,0,1,22,"zahranicie, zahranicie - gb",88
2576,72574,0,1,20,"zahranicie, zahranicie - kanada",79
2575,72562,1,1,19,"presovsky kraj, bardejov",90
2578,72605,1,1,18,"nitriansky kraj, sahy",84
2571,72399,1,1,0,"banskobystricky kraj, tisovec",88
2579,72643,1,0,0,"zilinsky kraj, zilina",34
2584,72751,0,1,19,"zahranicie, zahranicie - gb",57
2581,72737,1,1,18,"zahranicie, zahranicie - gb",78
2582,72744,1,1,0,"presovsky kraj, levoca",95
2583,72747,0,1,0,"kosicky kraj, kosice - dargovskych hrdinov",36
2580,72733,1,1,20,"kosicky kraj, sobrance",76
2585,72884,1,1,18,"zilinsky kraj, namestovo",93
2586,72892,1,0,17,"presovsky kraj, bardejov",83
2589,72964,1,0,0,"trenciansky kraj, puchov",84
2587,72927,1,1,0,"zilinsky kraj, liptovsky mikulas",53
2591,72992,1,1,30,"bratislavsky kraj, bratislava - vrakuna",81
2590,72980,1,1,20,"nitriansky kraj, nitra",31
2588,72928,1,1,20,"banskobystricky kraj, rimavska sobota",14
2593,73051,1,0,17,"ceska republika, cz - ostravsky kraj",88
2594,73107,1,1,20,"banskobystricky kraj, banska bystrica",62
2592,73049,1,0,23,"bratislavsky kraj, bratislava - stare mesto",12
2595,73145,1,1,16,"kosicky kraj, dobsina",78
2596,73170,1,1,0,"zilinsky kraj, namestovo",21
2598,73444,1,1,0,"trnavsky kraj, trnava",59
2597,73239,1,0,19,"nitriansky kraj, nitra",12
2599,73490,1,1,18,"presovsky kraj, presov",34
2600,73491,1,1,19,"ceska republika, cz - zlinsky kraj",12
2601,73592,1,0,0,"banskobystricky kraj, banska bystrica",100
2603,73627,0,1,0,"presovsky kraj, presov",36
2604,73637,1,1,21,"kosicky kraj, kosice - krasna nad hornadom",59
2602,73611,1,1,20,"trnavsky kraj, hlohovec",38
2605,73646,1,0,21,"zahranicie, zahranicie - gb",48
2608,73675,1,1,0,"kosicky kraj, roznava",72
2609,73699,1,1,16,"kosicky kraj, trebisov",28
2611,73712,1,0,22,"zahranicie, zahranicie - australia",79
2614,73757,1,1,19,"banskobystricky kraj, rimavska sobota",60
2612,73715,1,1,16,"kosicky kraj, roznava",53
2610,73704,1,1,23,"kosicky kraj, roznava",43
2613,73718,1,1,0,"kosicky kraj, kosice - krasna nad hornadom",66
2606,73661,1,1,0,"zahranicie, zahranicie - gb",90
2607,73665,1,1,16,"banskobystricky kraj, banska bystrica",50
2618,73881,1,0,19,"trnavsky kraj, hlohovec",78
2620,73906,1,0,0,"nitriansky kraj, nove zamky",83
2615,73765,1,0,0,"nitriansky kraj, nove zamky",21
2617,73853,1,1,20,"banskobystricky kraj, rimavska sobota",78
2616,73819,1,1,0,"zahranicie, zahranicie - gb",76
2626,73998,1,1,22,"banskobystricky kraj, detva",67
2628,74030,1,1,0,"kosicky kraj, roznava",53
2619,73890,0,0,24,"nitriansky kraj, nove zamky",31
2629,74048,1,1,0,"kosicky kraj, roznava",81
2631,74061,1,1,17,"kosicky kraj, roznava",78
2630,74054,1,1,0,"kosicky kraj, roznava",76
2627,74006,1,0,0,"trenciansky kraj, banovce nad bebravou",71
2621,73945,1,1,0,"kosicky kraj, moldava nad bodvou",71
2625,73979,1,1,20,"kosicky kraj, roznava",76
2633,74182,1,0,19,"trenciansky kraj, myjava",72
2622,73959,1,1,18,"banskobystricky kraj, tornala",79
2623,73961,0,1,27,"kosicky kraj, roznava",81
2632,74084,1,0,0,"kosicky kraj, michalovce",84
2624,73965,1,1,20,"kosicky kraj, roznava",74
2634,74253,1,1,16,"banskobystricky kraj, zvolen",78
2637,74315,1,1,17,"kosicky kraj, roznava",48
2635,74257,1,0,0,"banskobystricky kraj, zvolen",14
2636,74310,1,1,0,"kosicky kraj, kosice - ostatne",47
2640,74449,1,1,22,"ceska republika, cz - ostravsky kraj",64
2639,74395,1,1,19,"kosicky kraj, roznava",71
2638,74352,1,1,0,"zilinsky kraj, ruzomberok",72
2642,74494,1,1,0,"presovsky kraj, kezmarok",79
2644,74523,1,1,25,"trenciansky kraj, stara tura",12
2641,74472,1,1,25,"kosicky kraj, roznava",69
2645,74582,0,1,0,"banskobystricky kraj, banska bystrica",84
2649,74643,1,0,19,"zilinsky kraj, vrutky",78
2643,74515,1,1,0,"banskobystricky kraj, banska bystrica",48
2646,74590,1,1,0,"banskobystricky kraj, banska bystrica",81
2647,74632,1,1,0,"banskobystricky kraj, banska bystrica",79
2651,74749,1,1,16,"presovsky kraj, bardejov",21
2652,74762,1,0,20,"banskobystricky kraj, brezno",74
2648,74639,1,0,0,"banskobystricky kraj, nova bana",66
2650,74740,1,0,0,"trenciansky kraj, trencin",17
2654,74784,0,0,16,"zilinsky kraj, martin",76
2653,74770,1,1,0,"zilinsky kraj, zilina",53
2660,74926,0,1,23,"presovsky kraj, presov",64
2655,74818,1,0,18,"trenciansky kraj, nove mesto nad vahom",71
2657,74848,1,0,0,"trenciansky kraj, povazska bystrica",60
2656,74831,0,0,19,"banskobystricky kraj, lucenec",12
2659,74923,1,0,37,"zilinsky kraj, dolny kubin",76
2658,74875,1,0,15,"trenciansky kraj, banovce nad bebravou",64
2661,74962,1,0,19,"presovsky kraj, bardejov",60
2662,74969,1,0,19,"trnavsky kraj, trnava",76
2665,75136,1,1,18,"presovsky kraj, presov",34
2664,75124,1,1,15,"zilinsky kraj, zilina",88
2663,75013,1,1,17,"banskobystricky kraj, lucenec",71
2667,75202,1,1,20,"banskobystricky kraj, banska bystrica",53
2666,75144,1,1,0,"kosicky kraj, kosice - sidlisko tahanovce",33
2668,75254,1,1,23,"bratislavsky kraj, bratislava - devinska nova ves",16
2669,75281,1,0,0,"bratislavsky kraj, bratislava - dubravka",53
2670,75326,1,1,20,"trnavsky kraj, galanta",62
2671,75381,1,1,21,"banskobystricky kraj, banska bystrica",71
2675,75496,1,0,17,"banskobystricky kraj, banska bystrica",14
2676,75498,1,1,0,"banskobystricky kraj, banska bystrica",12
2677,75529,1,1,20,"kosicky kraj, kosice - okolie",78
2672,75383,1,1,20,"presovsky kraj, lipany",71
2678,75532,1,1,21,"kosicky kraj, kosice - sidlisko tahanovce",71
2673,75475,1,1,0,"kosicky kraj, cierna nad tisou",72
2674,75495,1,1,19,"ceska republika, cz - zlinsky kraj",88
2686,75691,1,1,20,"kosicky kraj, gelnica",67
2681,75608,1,1,21,"trenciansky kraj, trencin",57
2679,75535,1,1,20,"kosicky kraj, roznava",14
2682,75609,1,0,0,"kosicky kraj, roznava",71
2683,75613,1,1,22,"bratislavsky kraj, bratislava - nove mesto",71
2685,75675,1,0,0,"zahranicie, zahranicie - usa",98
2680,75592,1,1,20,"zahranicie, zahranicie - ostatne",69
2684,75652,1,1,18,"zahranicie, zahranicie - australia",22
2687,75748,0,1,19,"trenciansky kraj, banovce nad bebravou",72
2688,75750,1,1,17,"zilinsky kraj, zilina",90
2689,75777,1,1,0,"presovsky kraj, presov",31
2690,75778,1,0,17,"kosicky kraj, roznava",28
2691,75957,0,1,0,"kosicky kraj, kosice - zapad",59
2693,76070,1,1,19,"trnavsky kraj, trnava",69
2694,76084,1,1,0,"zahranicie, zahranicie - australia",69
2692,76018,1,1,0,"zilinsky kraj, dolny kubin",62
2695,76109,1,0,0,"nitriansky kraj, nove zamky",88
2696,76209,1,1,0,"banskobystricky kraj, lucenec",79
2697,76212,1,1,25,"kosicky kraj, spisska nova ves",12
2700,76266,1,0,19,"kosicky kraj, kosice - okolie",84
2704,76369,1,0,17,"trnavsky kraj, trnava",93
2706,76385,1,1,0,"trnavsky kraj, senica",66
2698,76255,1,0,0,"presovsky kraj, presov",14
2701,76281,1,0,0,"presovsky kraj, presov",60
2705,76378,1,0,17,"trenciansky kraj, nove mesto nad vahom",29
2699,76259,1,0,17,"presovsky kraj, presov",78
2703,76354,1,0,0,"trenciansky kraj, puchov",86
2702,76286,1,1,19,"zahranicie, zahranicie - australia",81
2707,76467,1,1,24,"nitriansky kraj, sturovo",74
2711,76651,1,1,20,"trnavsky kraj, galanta",71
2708,76629,1,0,17,"nitriansky kraj, nove zamky",83
2713,76726,1,0,20,"trnavsky kraj, galanta",60
2709,76631,1,0,24,"trnavsky kraj, galanta",12
2710,76633,1,0,24,"trnavsky kraj, galanta",71
2712,76715,0,0,0,"trenciansky kraj, puchov",72
2718,76793,1,0,20,"banskobystricky kraj, brezno",66
2714,76731,1,1,0,"trnavsky kraj, galanta",53
2715,76732,1,0,20,"trnavsky kraj, galanta",12
2717,76760,1,0,19,"banskobystricky kraj, brezno",57
2720,76868,1,0,17,"zilinsky kraj, cadca",81
2716,76737,1,0,20,"trnavsky kraj, galanta",14
2721,76888,1,1,22,"banskobystricky kraj, banska bystrica",59
2725,76966,1,1,0,"banskobystricky kraj, banska stiavnica",21
2719,76854,1,0,17,"zilinsky kraj, rajec",55
2722,76916,1,0,18,"zilinsky kraj, cadca",86
2723,76928,1,0,0,"bratislavsky kraj, bratislava - petrzalka",19
2726,76968,1,0,0,"bratislavsky kraj, bratislava - raca",17
2724,76959,1,0,0,"zahranicie, zahranicie - ostatne",31
2728,77020,1,1,19,"kosicky kraj, trebisov",64
2729,77023,0,1,20,"banskobystricky kraj, zvolen",45
2731,77124,1,0,0,"zilinsky kraj, namestovo",90
2732,77161,1,1,22,"banskobystricky kraj, banska bystrica",59
2727,77003,1,0,17,"ceska republika, cz - jihomoravsky kraj",16
2734,77177,1,1,45,"bratislavsky kraj, bratislava - okolie",57
2735,77224,1,1,20,"banskobystricky kraj, banska bystrica",16
2733,77174,1,0,16,"zahranicie, zahranicie - ostatne",21
2730,77069,1,1,21,"presovsky kraj, medzilaborce",53
2737,77258,1,1,0,"banskobystricky kraj, hnusta",79
2738,77259,1,1,17,"banskobystricky kraj, hnusta",97
2743,77312,1,1,16,"kosicky kraj, michalovce",79
2739,77261,0,1,0,"bratislavsky kraj, bratislava - dubravka",12
2736,77231,0,1,23,"kosicky kraj, kosice - ostatne",57
2740,77262,1,1,17,"bratislavsky kraj, bratislava - petrzalka",83
2742,77289,1,0,22,"zilinsky kraj, namestovo",45
2746,77432,1,1,22,"zilinsky kraj, martin",72
2744,77330,1,1,20,"banskobystricky kraj, banska bystrica",71
2745,77375,1,1,21,"nitriansky kraj, komarno",67
2741,77277,1,1,19,"presovsky kraj, levoca",79
2747,77500,1,0,0,"kosicky kraj, kosice - juh",17
2748,77547,0,1,0,"bratislavsky kraj, bratislava - stare mesto",33
2749,77548,1,1,23,"presovsky kraj, poprad",64
2751,77633,1,0,0,"banskobystricky kraj, poltar",83
2752,77647,1,1,17,"banskobystricky kraj, banska bystrica",59
2755,77732,1,1,44,"zahranicie, zahranicie - rakusko",59
2753,77677,0,1,0,"presovsky kraj, poprad",17
2750,77616,0,1,0,"kosicky kraj, kosice - okolie",67
2756,77761,1,1,22,"kosicky kraj, spisska nova ves",60
2754,77721,1,1,17,"zahranicie, zahranicie - gb",16
2757,77769,1,1,19,"presovsky kraj, presov",83
2759,77860,1,1,20,"kosicky kraj, spisska nova ves",66
2760,77862,1,1,0,"zilinsky kraj, martin",17
2761,77932,1,1,21,"banskobystricky kraj, velky krtis",71
2762,77933,1,1,0,"nitriansky kraj, komarno",60
2763,77935,1,1,21,"bratislavsky kraj, bratislava - petrzalka",21
2758,77819,1,0,0,"presovsky kraj, svidnik",67
2764,77948,1,0,17,"banskobystricky kraj, lucenec",22
2769,78051,1,0,20,"presovsky kraj, svidnik",21
2766,77989,1,0,0,"banskobystricky kraj, lucenec",74
2767,78028,1,0,20,"trnavsky kraj, leopoldov",53
2772,78067,1,1,21,"banskobystricky kraj, krupina",78
2773,78068,1,0,0,"trnavsky kraj, holic",16
2770,78055,1,0,20,"presovsky kraj, svidnik",67
2771,78056,1,1,0,"presovsky kraj, svidnik",74
2765,77982,1,1,21,"nitriansky kraj, zlate moravce",79
2775,78139,1,1,20,"banskobystricky kraj, banska bystrica",66
2774,78112,1,1,0,"presovsky kraj, svidnik",71
2768,78038,1,1,19,"banskobystricky kraj, banska bystrica",74
2777,78156,1,1,19,"kosicky kraj, kosice - sever",90
2778,78232,0,1,0,"nitriansky kraj, sala",14
2776,78146,1,1,21,"presovsky kraj, presov",72
2779,78290,1,1,0,"presovsky kraj, medzilaborce",33
2780,78291,1,1,0,"nitriansky kraj, nove zamky",71
2781,78297,1,1,16,"kosicky kraj, kosice - okolie",57
2782,78298,1,1,0,"kosicky kraj, kralovsky chlmec",24
2785,78321,1,1,0,"banskobystricky kraj, krupina",71
2783,78300,1,1,0,"kosicky kraj, gelnica",69
2784,78309,1,1,19,"kosicky kraj, trebisov",88
2792,78471,1,1,0,"kosicky kraj, kosice - okolie",19
2795,78483,1,1,0,"kosicky kraj, kosice - okolie",62
2793,78476,1,1,20,"kosicky kraj, trebisov",71
2788,78432,1,0,19,"trenciansky kraj, puchov",69
2797,78571,0,1,0,"banskobystricky kraj, ziar nad hronom",52
2794,78478,1,1,14,"kosicky kraj, trebisov",22
2789,78454,1,1,19,"banskobystricky kraj, banska bystrica",59
2798,78574,1,0,20,"banskobystricky kraj, hnusta",64
2799,78575,1,1,20,"banskobystricky kraj, krupina",71
2790,78455,1,0,0,"banskobystricky kraj, banska bystrica",14
2800,78617,1,1,0,"presovsky kraj, lipany",60
2801,78626,1,1,21,"banskobystricky kraj, banska bystrica",71
2791,78463,1,1,18,"banskobystricky kraj, banska bystrica",29
2803,78681,1,1,0,"banskobystricky kraj, rimavska sobota",69
2786,78416,1,1,0,"banskobystricky kraj, banska bystrica",38
2796,78554,1,0,15,"presovsky kraj, sabinov",88
2804,78709,1,0,17,"zilinsky kraj, dolny kubin",14
2787,78420,0,1,0,"zahranicie, zahranicie - nemecko",60
2805,78726,1,0,0,"nitriansky kraj, surany",78
2802,78674,1,1,17,"zahranicie, zahranicie - usa",76
2806,78760,1,1,0,"zahranicie, zahranicie - francuzsko",29
2810,78846,1,0,0,"trenciansky kraj, novaky",69
2812,78873,1,1,18,"kosicky kraj, roznava",26
2807,78778,1,0,17,"presovsky kraj, poprad",76
2809,78837,0,1,19,"zahranicie, zahranicie - gb",79
2808,78818,1,0,23,"banskobystricky kraj, rimavska sobota",52
2815,78992,1,1,16,"kosicky kraj, gelnica",86
2816,78994,1,1,0,"trenciansky kraj, novaky",52
2813,78956,1,1,0,"kosicky kraj, kosice - okolie",74
2814,78965,0,1,18,"kosicky kraj, kosice - okolie",81
2811,78867,1,1,19,"kosicky kraj, roznava",69
2818,79023,1,1,0,"bratislavsky kraj, bratislava - okolie",74
2820,79070,1,0,19,"kosicky kraj, trebisov",67
2819,79025,1,1,17,"zahranicie, zahranicie - gb",12
2817,79019,1,1,15,"banskobystricky kraj, brezno",67
2822,79131,1,0,18,"kosicky kraj, trebisov",78
2825,79190,1,0,0,"kosicky kraj, trebisov",41
2826,79191,1,0,0,"kosicky kraj, trebisov",12
2827,79204,1,0,17,"kosicky kraj, trebisov",67
2823,79136,1,0,17,"kosicky kraj, trebisov",64
2832,79248,1,1,22,"trnavsky kraj, galanta",74
2828,79224,1,0,0,"zahranicie, zahranicie - ostatne",19
2829,79226,1,0,11,"presovsky kraj, giraltovce",24
2821,79092,1,1,26,"bratislavsky kraj, bratislava - devinska nova ves",76
2834,79291,0,0,17,"kosicky kraj, kosice - zapad",26
2824,79152,1,1,0,"zahranicie, zahranicie - usa",67
2831,79243,1,1,0,"zahranicie, zahranicie - nemecko",45
2830,79229,0,0,0,"zahranicie, zahranicie - ostatne",26
2833,79286,1,0,18,"kosicky kraj, roznava",67
2840,79397,1,1,21,"kosicky kraj, roznava",69
2838,79383,1,1,0,"kosicky kraj, michalovce",21
2835,79299,1,0,0,"kosicky kraj, roznava",21
2839,79387,0,1,0,"zahranicie, zahranicie - gb",74
2841,79398,1,1,19,"kosicky kraj, roznava",72
2843,79448,1,1,0,"banskobystricky kraj, brezno",72
2837,79373,1,1,16,"banskobystricky kraj, rimavska sobota",98
2836,79319,0,1,15,"nitriansky kraj, nove zamky",76
2845,79578,1,1,21,"nitriansky kraj, nitra",14
2844,79525,1,1,0,"banskobystricky kraj, jelsava",67
2847,79681,0,0,0,"trenciansky kraj, nove mesto nad vahom",78
2848,79682,1,0,0,"nitriansky kraj, nove zamky",69
2842,79424,1,1,20,"kosicky kraj, kosice - sever",16
2849,79702,1,0,0,"trnavsky kraj, hlohovec",83
2846,79628,1,0,22,"zahranicie, zahranicie - ostatne",60
2850,79732,1,1,17,"presovsky kraj, vranov nad toplou",83
2852,79803,0,1,19,"presovsky kraj, presov",29
2851,79780,0,1,0,"banskobystricky kraj, banska bystrica",28
2854,79888,1,0,0,"banskobystricky kraj, zarnovica",71
2855,79915,1,1,19,"trenciansky kraj, prievidza",16
2856,79951,1,0,18,"zilinsky kraj, ruzomberok",66
2853,79873,1,1,22,"trenciansky kraj, trencin",50
2857,80075,1,1,22,"nitriansky kraj, topolcany",81
2859,80356,0,1,18,"nitriansky kraj, komarno",86
2860,80375,1,1,0,"zilinsky kraj, liptovsky mikulas",66
2861,80403,1,1,0,"trenciansky kraj, prievidza",24
2864,80462,1,0,0,"zilinsky kraj, trstena",59
2862,80449,1,0,18,"zahranicie, zahranicie - ostatne",34
2865,80481,1,0,17,"nitriansky kraj, nove zamky",81
2858,80355,1,0,17,"zilinsky kraj, ruzomberok",40
2866,80506,1,0,20,"trenciansky kraj, prievidza",26
2863,80459,1,0,19,"zilinsky kraj, trstena",69
2868,80659,1,0,0,"banskobystricky kraj, zvolen",21
2867,80591,1,0,19,"trenciansky kraj, prievidza",66
2870,80780,1,1,0,"bratislavsky kraj, bratislava - karlova ves",17
2871,80783,1,1,20,"zahranicie, zahranicie - gb",79
2872,80784,1,1,0,"zahranicie, zahranicie - gb",29
2869,80727,1,1,0,"zahranicie, zahranicie - gb",60
2873,80789,1,1,15,"zahranicie, zahranicie - gb",17
2874,80855,1,1,18,"zahranicie, zahranicie - ostatne",78
2875,80856,1,1,18,"trnavsky kraj, skalica",79
2878,80990,1,1,17,"trnavsky kraj, senica",36
2876,80976,1,1,0,"zilinsky kraj, ruzomberok",57
2880,81036,1,0,0,"trenciansky kraj, prievidza",66
2879,80996,1,1,21,"presovsky kraj, presov",71
2883,81093,1,0,20,"kosicky kraj, trebisov",16
2881,81071,1,1,18,"trnavsky kraj, skalica",69
2877,80985,1,1,0,"kosicky kraj, sobrance",62
2889,81241,1,0,17,"trenciansky kraj, prievidza",19
2882,81084,1,1,0,"kosicky kraj, kosice - saca",79
2884,81154,1,1,0,"banskobystricky kraj, banska bystrica",19
2886,81202,0,0,20,"presovsky kraj, presov",45
2888,81230,1,1,0,"trenciansky kraj, prievidza",64
2887,81205,1,1,0,"bratislavsky kraj, bratislava - ostatne",76
2885,81178,1,1,20,"trnavsky kraj, velky meder",66
2891,81423,1,1,0,"kosicky kraj, michalovce",74
2892,81438,1,1,18,"trnavsky kraj, senica",74
2894,81490,1,1,0,"bratislavsky kraj, bratislava - petrzalka",71
2893,81447,1,0,16,"trnavsky kraj, senica",19
2895,81495,1,1,0,"zilinsky kraj, ruzomberok",62
2897,81531,1,1,19,"banskobystricky kraj, brezno",81
2890,81414,1,1,21,"nitriansky kraj, komarno",64
2896,81520,1,0,16,"banskobystricky kraj, brezno",34
2898,81553,1,1,0,"banskobystricky kraj, lucenec",71
2902,81669,1,1,23,"zilinsky kraj, ruzomberok",76
2903,81721,1,1,23,"presovsky kraj, snina",60
2900,81652,1,0,15,"banskobystricky kraj, filakovo",76
2904,81739,1,0,17,"zilinsky kraj, namestovo",12
2908,81796,1,1,17,"banskobystricky kraj, brezno",67
2901,81659,1,0,19,"presovsky kraj, stara lubovna",38
2899,81615,1,1,0,"nitriansky kraj, nitra",69
2905,81763,1,1,36,"bratislavsky kraj, bratislava - nove mesto",62
2909,81816,1,0,20,"trenciansky kraj, handlova",67
2906,81787,1,0,19,"banskobystricky kraj, banska bystrica",14
2910,81882,1,1,22,"trenciansky kraj, bojnice",60
2907,81793,1,0,0,"banskobystricky kraj, brezno",57
2912,81958,1,0,0,"presovsky kraj, presov",72
2911,81911,1,0,19,"zilinsky kraj, namestovo",66
2913,82081,1,1,24,"trnavsky kraj, galanta",74
2914,82084,1,1,26,"nitriansky kraj, nove zamky",48
2915,82114,1,0,20,"zilinsky kraj, ruzomberok",36
2917,82220,1,1,12,"trenciansky kraj, nove mesto nad vahom",90
